,P,H,T
411,244.55352527128485,8900.30538511271,386.69864279957716
412,244.5535242639626,8900.305383821149,386.69864280006044
413,244.55352328448325,8900.305382567572,386.69864280056095
414,244.55352165953886,8900.30538052589,386.698642801895
415,244.55351968927394,8900.305377985407,386.6986428026508
416,244.55351811869392,8900.30537589643,386.6986428024055
417,244.5535169027587,8900.305374273707,386.698642802143
418,244.55351594107438,8900.305372991877,386.69864280195657
419,244.5535151336808,8900.305371918157,386.69864280183236
420,244.55351439477442,8900.305370937614,386.6986428017466
421,244.55351366157888,8900.305369968215,386.69864280170907
422,244.55351290740924,8900.305368974714,386.69864280171845
423,244.5535121165543,8900.305367937208,386.698642801786
424,244.5535113209919,8900.305366899094,386.69864280192775
425,244.55351057455286,8900.305365924976,386.69864280205894
426,244.55350991367052,8900.30536498818,386.6986428011882
427,244.5535095320267,8900.305364340149,386.6986427992627
428,244.55350934285573,8900.305364017686,386.69864279829227
429,244.55350914706446,8900.305363710235,386.69864279763675
430,244.55350893403912,8900.305363449066,386.69864279789834
431,244.55350870858695,8900.305363179723,386.69864279826777
432,244.55350846932785,8900.305362885452,386.698642798549
433,244.55350821615176,8900.305362564144,386.6986427987139
434,244.55350794364054,8900.305362211195,386.6986427987986
435,244.55350764671917,8900.30536183355,386.6986427989813
436,244.55350732939613,8900.305361480103,386.6986427998434
437,244.5535069979811,8900.305361096722,386.6986428005538
438,244.55350643300724,8900.30536045481,386.69864280192076
439,244.55350590276237,8900.305359824735,386.6986428028368
440,244.55350576434708,8900.305359633456,386.69864280271923
441,244.55350600453022,8900.305359936232,386.69864280253563
442,244.55350652884368,8900.305360615836,386.6986428023816
443,244.55350725656083,8900.305361565252,386.6986428022493
444,244.55350805923013,8900.30536261645,386.69864280215717
445,244.55350886582528,8900.305363675434,386.69864280209936
446,244.55350960586185,8900.305364651098,386.69864280210044
447,244.5535102732987,8900.305365532668,386.69864280212306
448,244.5535108473495,8900.305366295212,386.69864280220014
449,244.55351134455034,8900.305366959432,386.69864280231656
450,244.55351177916214,8900.305367546245,386.6986428025008
451,244.55351219451978,8900.305368105137,386.69864280265097
452,244.55351261816065,8900.305368615716,386.6986428020143
453,244.55351294532625,8900.30536901038,386.6986428015283
454,244.55351315499473,8900.305369246651,386.69864280099495
455,244.55351335804306,8900.305369468315,386.69864280038377
456,244.55351355069902,8900.305369731816,386.6986428005103
457,244.5535137398764,8900.305369993335,386.6986428006712
458,244.55351392885092,8900.305370244168,386.69864280069385
459,244.55351412484103,8900.305370490914,386.6986428005397
460,244.55351433418824,8900.30537074641,386.6986428002677
461,244.55351456493756,8900.305371035756,386.6986428000702
462,244.553514830124,8900.305371419674,386.69864280052604
463,244.55351514590276,8900.30537186018,386.69864280084744
464,244.55351580600433,8900.305372810077,386.69864280190683
465,244.55351709038843,8900.305374558058,386.6986428026347
466,244.55351877694665,8900.305376764447,386.69864280240904
467,244.55352084839134,8900.305379474377,386.698642802132
468,244.55352321356807,8900.305382574881,386.69864280189967
469,244.5535257370553,8900.305385893282,386.6986428017898
470,244.55352833791662,8900.305389336054,386.69864280197635
471,244.55353221504618,8900.305394520878,386.69864280295525
472,244.5535365501052,8900.305400244682,386.6986428030736
473,244.5535397033466,8900.305404403121,386.69864280309395
474,244.55354138347587,8900.305406635513,386.6986428033263
475,244.5535698896584,8900.305444441059,386.6986428063303
476,244.5535696250779,8900.305444072272,386.6986428060646
477,244.55356927202624,8900.305443603273,386.69864280601746
478,244.55356876807565,8900.305442933084,386.69864280594004
479,244.55356800641735,8900.30544192636,386.6986428059049
480,244.5535669293959,8900.305440504359,386.6986428058758
481,244.55356554365179,8900.305438675377,386.69864280584704
482,244.5535638062485,8900.30543637434,386.69864280570556
483,244.55356216340607,8900.305434162485,386.69864280509296
484,244.55356102822066,8900.30543264682,386.6986428048387
485,244.5535598111155,8900.305431039316,386.6986428047989
486,244.55355848813912,8900.305429294083,386.6986428047833
487,244.55355701772746,8900.30542735314,386.6986428047501
488,244.5535553719946,8900.305425179611,386.6986428046972
489,244.55355354802214,8900.305422768213,386.6986428046059
490,244.5535515372371,8900.305420109935,386.6986428045068
491,244.55354935881812,8900.305417229625,386.6986428043933
492,244.55354704530578,8900.305414171184,386.69864280427964
493,244.55354462416204,8900.305410972162,386.6986428041832
494,244.5535421264594,8900.30540767586,386.69864280413526
495,244.55353962407887,8900.305404373958,386.6986428040952
496,244.55353714312292,8900.305401097572,386.69864280401833
497,244.55353468910425,8900.305397801518,386.6986428032084
498,244.55353299829147,8900.305395552974,386.69864280294854
499,244.55353204356416,8900.305394253546,386.6986428024063
500,244.55353106943198,8900.305392906783,386.69864280157583
501,244.5535300725665,8900.305391583095,386.698642801449
502,244.55352905638253,8900.305390239602,386.6986428013976
503,244.55352803306914,8900.305388879979,386.6986428012568
504,244.55352701018776,8900.305387510669,386.6986428009799
505,244.5535259940089,8900.305386142203,386.69864280059636
506,244.5535249846784,8900.305384789635,386.69864280030424
507,244.5535239801232,8900.305383497955,386.6986428007376
508,244.55352299893943,8900.305382232453,386.69864280110994
509,244.5535213737051,8900.305380161495,386.6986428020602
510,244.55351939331823,8900.305377601459,386.69864280273356
511,244.55351779740926,8900.305375480153,386.6986428025018
512,244.55351657058029,8900.305373842613,386.6986428022334
513,244.5535156055692,8900.305372556382,386.69864280204695
514,244.55351480745395,8900.305371493047,386.69864280189785
515,244.55351407978588,8900.305370527534,386.69864280181497
516,244.55351336503023,8900.305369581773,386.69864280176836
517,244.55351263104797,8900.305368614376,386.698642801771
518,244.5535118701426,8900.305367616053,386.69864280183475
519,244.5535111028132,8900.305366615938,386.6986428019868
520,244.55351039593032,8900.305365695498,386.69864280213847
521,244.55350979164146,8900.305364837202,386.6986428013194
522,244.5535094522539,8900.3053642685,386.69864279970875
523,244.55350927370057,8900.305363968591,386.69864279885127
524,244.55350908231782,8900.305363668565,386.6986427982169
525,244.5535088635531,8900.305363400434,386.69864279848605
526,244.55350862348536,8900.305363112951,386.69864279887105
527,244.55350836372236,8900.305362792078,386.69864279915765
528,244.55350809012353,8900.30536244289,386.69864279931056
529,244.55350779947867,8900.305362064122,386.69864279936917
530,244.55350748510654,8900.305361661081,386.6986427995201
531,244.5535071452855,8900.305361274217,386.69864280033244
532,244.55350679693973,8900.305360861506,386.69864280094987
533,244.55350621682305,8900.305360180057,386.69864280205655
534,244.55350569374204,8900.305359553817,386.69864280289795
535,244.55350555147825,8900.305359356376,386.6986428027667
536,244.55350577694503,8900.305359639851,386.69864280258395
537,244.5535063154901,8900.305360336435,386.698642802406
